farmer_id,barangay,elevation_masl,soil_pH,annual_rainfall_mm,mean_temperature_C,coffee_species,planting_system,farm_ownership,rsbsa_registered,years_in_farming,bearing_trees,non_bearing_trees,annual_yield_kg,processing_method,moisture_content_pct,defect_count_per_300g,selective_picking_practiced,farm_records_maintained,sales_records_maintained,cooperative_member,geographic_compliance,traditional_method_compliance,quality_linkage_documented,gi_ready
F0769,Sabang,359.5,6.66,1773.0,24.4,Liberica,Agroforestry,Owned,Yes,22,86,34,1436,Washed,10.3,16,Yes,Yes,Yes,Yes,Yes,No,Yes,1
F0770,San Francisco,339.6,6.53,2805.3,23.6,Liberica,Agroforestry,Owned,No,38,144,70,780,Washed,9.29,19,No,Yes,Yes,No,Yes,Yes,No,1
F0771,Quezon,112.8,6.15,3194.5,21.6,Liberica,Agroforestry,Shared,Yes,19,182,9,554,Washed,10.75,43,No,Yes,No,Yes,No,Yes,Yes,1
F0772,Mabini,270.6,6.91,1260.1,19.1,Liberica,Agroforestry,Owned,Yes,16,372,97,1435,Washed,13.72,40,Yes,Yes,Yes,Yes,No,Yes,Yes,1
F0773,Calamias,290.1,5.4,2994.7,23.5,Liberica,Agroforestry,Owned,Yes,31,210,101,1237,Washed,13.51,14,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0774,Pinagtongulan,299.4,5.22,2445.3,21.6,Liberica,Monocrop,Shared,No,3,226,46,1247,Washed,10.25,43,Yes,Yes,Yes,No,Yes,Yes,No,1
F0775,Santol,390.1,6.71,3146.8,25.6,Liberica,Monocrop,Owned,Yes,23,385,88,1515,Honey,10.18,21,No,Yes,No,Yes,No,No,No,0
F0776,Dagatan,366.8,5.88,2130.0,19.2,Liberica,Monocrop,Owned,Yes,42,217,98,85,Natural,12.86,5,Yes,Yes,Yes,No,No,Yes,Yes,1
F0777,Barangay I,404.0,6.69,2894.8,24.3,Liberica,Monocrop,Shared,Yes,18,83,110,1283,Washed,11.75,3,Yes,Yes,No,No,Yes,No,Yes,1
F0778,Pinagkawitan,482.4,6.79,1324.8,27.5,Liberica,Monocrop,Shared,No,26,20,9,518,Washed,13.75,22,No,Yes,No,No,No,No,Yes,0
F0779,Banaybanay,506.5,5.12,1870.6,20.6,Liberica,Agroforestry,Owned,No,13,296,54,1081,Honey,9.14,43,No,Yes,No,Yes,No,Yes,No,0
F0780,Barangay VI,459.1,6.77,1334.0,23.2,Excelsa,Monocrop,Owned,No,18,265,89,1636,Washed,12.66,44,No,No,No,Yes,Yes,No,Yes,0
F0781,Dagatan,577.8,5.9,3150.7,19.8,Excelsa,Monocrop,Leased,Yes,3,21,62,751,Washed,13.38,18,No,No,Yes,No,Yes,No,No,0
F0782,Barangay VI,109.1,6.02,2833.9,24.6,Robusta,Monocrop,Leased,Yes,23,389,83,1237,Washed,14.96,44,No,Yes,Yes,No,No,Yes,No,0
F0783,Dagatan,197.9,6.25,2905.1,24.0,Liberica,Agroforestry,Owned,Yes,3,87,88,1478,Natural,13.07,30,Yes,No,No,No,Yes,Yes,Yes,1
F0784,Kayumanggi,103.8,6.85,3075.9,22.7,Robusta,Agroforestry,Owned,No,25,181,12,1428,Washed,10.39,43,Yes,Yes,No,Yes,No,Yes,Yes,0
F0785,Mabini,423.7,5.04,1370.2,23.7,Excelsa,Monocrop,Owned,Yes,27,105,117,70,Natural,9.65,2,No,Yes,Yes,Yes,No,Yes,No,0
F0786,Barangay I,549.0,5.95,1971.2,27.1,Robusta,Monocrop,Shared,Yes,44,315,35,1537,Natural,12.85,27,No,No,Yes,No,No,Yes,No,0
F0787,Sabang,221.7,6.38,1342.1,20.8,Liberica,Monocrop,Shared,No,27,382,16,1033,Washed,12.14,2,No,Yes,Yes,Yes,Yes,Yes,No,1
F0788,Barangay II,563.5,6.45,1621.6,19.2,Robusta,Agroforestry,Shared,Yes,39,282,25,289,Natural,14.39,13,Yes,No,Yes,No,Yes,Yes,Yes,1
F0789,Bagong Pook,130.1,6.39,1658.7,26.8,Excelsa,Agroforestry,Shared,Yes,25,394,98,470,Washed,13.36,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
F0790,Bolbok,567.2,5.27,2138.2,24.2,Liberica,Agroforestry,Owned,Yes,24,188,66,955,Washed,12.06,26,Yes,Yes,Yes,Yes,No,Yes,No,1
F0791,Talisay,275.8,5.6,1737.1,27.0,Robusta,Monocrop,Owned,Yes,8,73,95,885,Washed,11.42,9,Yes,Yes,Yes,Yes,No,Yes,No,1
F0792,Talisay,150.7,5.72,1402.0,24.4,Liberica,Agroforestry,Leased,No,9,141,112,113,Washed,11.43,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
F0793,Barangay VII,342.9,6.61,1535.0,26.3,Liberica,Agroforestry,Leased,Yes,37,352,94,75,Washed,10.36,18,No,Yes,Yes,Yes,Yes,Yes,Yes,1
F0794,Lumbang,228.4,5.56,1494.6,22.9,Liberica,Monocrop,Owned,Yes,30,281,37,469,Washed,9.1,8,Yes,Yes,No,No,No,Yes,No,1
F0795,Cumba,242.4,5.42,3146.2,25.7,Robusta,Agroforestry,Owned,Yes,19,328,30,1724,Washed,12.45,3,No,Yes,No,Yes,No,No,Yes,0
F0796,Plaridel,253.6,6.91,2718.6,27.2,Liberica,Monocrop,Shared,Yes,16,341,94,1572,Washed,10.27,14,No,No,No,Yes,Yes,Yes,No,1
F0797,Barangay VII,501.5,5.02,3135.5,24.1,Liberica,Agroforestry,Owned,Yes,24,350,104,1015,Washed,10.25,7,Yes,No,Yes,No,Yes,Yes,Yes,1
F0798,Cumba,369.6,7.0,2079.5,20.6,Liberica,Monocrop,Owned,Yes,44,118,44,1491,Natural,9.75,0,Yes,Yes,Yes,Yes,No,Yes,No,1
F0799,Barangay IV,255.7,6.35,1756.7,21.4,Liberica,Agroforestry,Leased,Yes,21,282,69,165,Washed,10.14,6,Yes,Yes,No,Yes,No,Yes,No,1
F0800,Banaybanay,405.2,6.66,2796.6,20.8,Liberica,Monocrop,Leased,Yes,36,177,63,1236,Natural,9.19,30,No,No,No,No,No,Yes,Yes,1
F0801,San Lucas,458.1,5.59,1852.5,21.2,Robusta,Monocrop,Owned,Yes,40,189,19,1762,Washed,13.05,17,No,Yes,Yes,No,Yes,Yes,No,1
F0802,Banaybanay,236.3,5.03,1798.8,21.8,Robusta,Agroforestry,Leased,Yes,39,67,118,1225,Washed,11.41,11,No,Yes,Yes,Yes,Yes,No,No,1
F0803,Malagonlong,306.8,6.48,1665.0,24.0,Liberica,Agroforestry,Owned,No,6,88,5,938,Washed,12.37,29,No,Yes,Yes,Yes,Yes,No,No,1
F0804,Balintawak,160.9,6.67,1459.4,24.3,Liberica,Agroforestry,Owned,No,5,70,15,890,Washed,12.82,32,Yes,No,Yes,No,No,Yes,Yes,0
F0805,Poblacion Barangay,190.6,6.48,1712.9,22.8,Liberica,Monocrop,Owned,No,14,378,59,817,Washed,14.83,6,No,Yes,Yes,Yes,No,No,No,1
F0806,Balintawak,440.6,5.29,1910.6,24.5,Excelsa,Monocrop,Leased,Yes,42,130,6,619,Washed,9.41,27,No,Yes,No,No,No,Yes,No,0
F0807,Mojon,190.7,6.51,2548.0,19.7,Liberica,Agroforestry,Shared,Yes,4,216,69,985,Honey,11.51,2,No,Yes,Yes,No,Yes,No,Yes,1
F0808,Pinagkawitan,362.6,6.54,1325.1,19.8,Liberica,Agroforestry,Leased,Yes,8,43,99,719,Honey,10.48,42,Yes,Yes,No,No,No,Yes,No,0
F0809,Poblacion Barangay,454.5,6.32,1621.0,20.5,Liberica,Agroforestry,Shared,Yes,24,79,48,568,Washed,11.86,5,No,Yes,No,Yes,Yes,Yes,Yes,1
F0810,Inosluban,153.4,6.53,2818.0,23.7,Robusta,Monocrop,Owned,Yes,11,26,20,1173,Natural,14.52,30,Yes,Yes,No,Yes,Yes,Yes,Yes,0
F0811,Latag,383.7,6.69,1493.8,20.9,Excelsa,Monocrop,Owned,Yes,17,29,26,1334,Washed,13.34,37,No,Yes,No,No,Yes,Yes,Yes,0
F0812,Barangay I,228.3,6.23,1885.3,21.5,Excelsa,Agroforestry,Owned,No,21,324,110,1361,Washed,12.97,14,Yes,Yes,No,Yes,No,No,Yes,1
F0813,Halang,581.5,5.18,2929.3,22.6,Robusta,Agroforestry,Owned,Yes,26,78,22,737,Natural,11.65,6,Yes,Yes,Yes,Yes,No,Yes,No,1
F0814,Pangao,341.8,5.98,1509.9,26.3,Liberica,Agroforestry,Leased,Yes,43,224,51,1330,Washed,13.03,42,Yes,No,No,No,Yes,Yes,No,1
F0815,Santol,503.0,5.16,1365.5,19.1,Liberica,Agroforestry,Leased,No,44,170,85,1583,Washed,9.19,29,Yes,No,No,Yes,Yes,Yes,Yes,1
F0816,Lodlod,375.1,5.82,2169.1,24.8,Liberica,Agroforestry,Shared,Yes,27,111,34,324,Washed,12.52,26,Yes,Yes,Yes,Yes,No,Yes,No,1
F0817,Latag,121.7,5.81,1804.8,25.0,Liberica,Agroforestry,Owned,No,16,385,14,82,Washed,12.32,16,No,Yes,No,No,Yes,Yes,Yes,1
F0818,Barangay II,416.6,5.13,2326.8,26.2,Liberica,Agroforestry,Owned,No,26,215,103,835,Washed,11.08,17,Yes,Yes,No,Yes,No,No,Yes,1
F0819,Anilao,575.7,5.7,2807.6,27.4,Liberica,Agroforestry,Owned,No,33,154,62,1485,Washed,10.21,21,Yes,Yes,No,Yes,Yes,No,Yes,1
F0820,Barangay I,400.8,5.22,1474.3,19.2,Liberica,Agroforestry,Owned,Yes,31,66,66,81,Washed,13.85,25,Yes,No,Yes,Yes,Yes,Yes,Yes,1
F0821,San Salvador,509.6,6.62,2361.4,20.4,Excelsa,Agroforestry,Owned,Yes,6,92,89,757,Washed,9.32,26,Yes,Yes,Yes,No,Yes,Yes,Yes,1
F0822,Barangay VIII,542.1,6.9,2211.0,27.0,Robusta,Agroforestry,Owned,Yes,44,394,84,101,Natural,9.42,39,Yes,No,Yes,Yes,Yes,Yes,No,0
F0823,Maraouy,214.0,5.14,1488.2,23.1,Excelsa,Monocrop,Owned,Yes,8,278,10,57,Washed,11.64,23,Yes,No,Yes,Yes,Yes,No,Yes,0
F0824,Sabang,206.0,6.91,2448.0,24.1,Robusta,Monocrop,Owned,Yes,7,196,71,498,Natural,10.52,7,Yes,No,Yes,No,Yes,No,Yes,0
F0825,Bubuyan,405.5,6.05,1747.3,25.0,Liberica,Agroforestry,Owned,Yes,34,15,45,793,Natural,13.47,20,Yes,Yes,Yes,No,Yes,Yes,Yes,1
F0826,Maraouy,305.5,5.6,2175.7,25.1,Robusta,Agroforestry,Owned,Yes,44,362,47,915,Natural,12.81,28,Yes,Yes,No,Yes,Yes,No,Yes,1
F0827,Tangob,519.9,5.15,1364.5,27.4,Liberica,Monocrop,Owned,Yes,14,359,89,941,Natural,13.64,42,Yes,Yes,Yes,No,No,Yes,No,0
F0828,Mojon,550.0,6.0,2119.2,28.0,Robusta,Monocrop,Owned,No,16,119,81,576,Washed,10.95,20,Yes,No,Yes,Yes,Yes,Yes,Yes,1
F0829,Barangay V,276.7,6.59,1812.9,25.5,Liberica,Agroforestry,Owned,No,43,147,22,1454,Washed,13.44,2,No,No,Yes,No,Yes,No,No,1
F0830,Maraouy,218.4,6.41,2844.8,21.6,Arabica,Agroforestry,Owned,Yes,9,60,62,230,Washed,14.17,30,Yes,Yes,Yes,Yes,No,Yes,Yes,1
F0831,Lodlod,490.3,5.1,1314.0,26.9,Liberica,Agroforestry,Owned,Yes,10,60,64,1664,Honey,11.07,26,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0832,Pinagtongulan,237.4,5.15,2037.2,19.4,Liberica,Agroforestry,Owned,No,17,96,92,849,Washed,11.04,26,Yes,Yes,Yes,No,Yes,No,Yes,1
F0833,Talisay,511.3,5.81,2116.9,21.1,Excelsa,Agroforestry,Owned,Yes,12,77,31,1519,Washed,14.4,8,Yes,Yes,Yes,Yes,No,Yes,No,1
F0834,Dagatan,311.9,5.59,2650.0,27.1,Liberica,Agroforestry,Leased,No,6,93,72,1705,Washed,9.3,32,Yes,Yes,Yes,Yes,No,Yes,Yes,1
F0835,Maraouy,433.8,5.46,2348.6,21.3,Robusta,Monocrop,Leased,No,19,51,26,1648,Honey,11.1,32,Yes,Yes,Yes,Yes,No,No,No,0
F0836,San Benito,147.8,5.56,2534.4,21.0,Robusta,Agroforestry,Leased,Yes,43,228,28,589,Washed,9.71,25,Yes,Yes,Yes,No,Yes,No,No,1
F0837,Anilao,411.9,6.61,2754.1,20.2,Excelsa,Agroforestry,Owned,No,41,66,44,408,Washed,9.17,27,Yes,No,Yes,Yes,No,No,No,0
F0838,Barangay IV,325.9,6.86,2924.4,26.7,Arabica,Agroforestry,Owned,Yes,29,235,113,1230,Washed,9.68,43,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
F0839,Sampaguita,393.3,5.81,1827.8,23.5,Arabica,Agroforestry,Leased,Yes,6,205,78,1105,Honey,11.59,42,No,Yes,Yes,Yes,Yes,Yes,No,1
F0840,Calamias,184.0,6.81,2276.0,25.1,Liberica,Agroforestry,Owned,Yes,25,257,70,108,Washed,13.12,30,No,Yes,No,Yes,No,No,No,0
F0841,Lodlod,468.4,5.64,2880.2,21.2,Excelsa,Agroforestry,Leased,Yes,24,175,44,1438,Washed,10.74,0,Yes,No,No,Yes,Yes,Yes,Yes,1
F0842,Bubuyan,531.4,5.95,3178.9,25.8,Robusta,Monocrop,Owned,No,25,71,10,863,Washed,14.1,19,Yes,Yes,Yes,Yes,No,Yes,Yes,1
F0843,Maraouy,208.4,5.45,2979.0,25.8,Robusta,Agroforestry,Owned,Yes,16,272,116,1629,Washed,11.63,11,No,No,Yes,Yes,Yes,Yes,Yes,1
F0844,Pangao,147.9,6.28,1942.9,21.8,Liberica,Monocrop,Leased,Yes,16,121,22,1061,Natural,14.81,16,No,Yes,No,Yes,Yes,Yes,Yes,1
F0845,Lumbang,111.8,6.96,1590.3,22.7,Robusta,Monocrop,Owned,Yes,6,262,85,1267,Washed,14.72,14,Yes,No,Yes,No,No,Yes,No,0
F0846,Bubuyan,421.0,6.21,2178.8,20.9,Arabica,Agroforestry,Owned,No,37,208,106,54,Washed,13.64,33,No,No,No,No,Yes,No,No,0
F0847,Mabini,403.5,5.72,2683.3,27.8,Excelsa,Agroforestry,Owned,No,21,187,113,479,Natural,14.59,15,Yes,Yes,No,No,No,No,Yes,0
F0848,Bagong Pook,373.3,6.3,2185.1,24.8,Liberica,Agroforestry,Owned,No,4,35,91,797,Honey,13.24,3,Yes,No,No,Yes,No,Yes,No,1
F0849,Tangob,216.0,5.25,2166.4,27.4,Liberica,Monocrop,Owned,Yes,34,255,114,784,Washed,14.37,7,Yes,Yes,No,No,No,No,Yes,1
F0850,Maraouy,295.5,6.78,2876.5,21.7,Liberica,Monocrop,Owned,Yes,28,28,34,1510,Washed,10.42,33,Yes,Yes,No,Yes,Yes,No,No,1
F0851,Bubuyan,397.2,6.01,1922.8,26.0,Excelsa,Monocrop,Leased,Yes,38,274,25,1514,Natural,11.07,24,Yes,Yes,No,No,Yes,No,No,0
F0852,Barangay III,348.4,5.9,2919.6,25.9,Robusta,Agroforestry,Leased,Yes,41,326,66,227,Washed,13.52,14,Yes,Yes,No,Yes,No,Yes,No,1
F0853,Balintawak,593.9,6.17,2013.6,25.2,Liberica,Monocrop,Owned,Yes,28,29,14,1147,Honey,11.55,27,No,No,No,Yes,No,Yes,No,1
F0854,Lumbang,168.2,6.25,1856.5,27.7,Liberica,Agroforestry,Shared,Yes,17,115,111,1772,Honey,14.02,8,Yes,No,No,Yes,Yes,Yes,Yes,1
F0855,Talisay,447.6,5.14,2108.0,22.5,Liberica,Agroforestry,Owned,Yes,14,246,17,466,Washed,14.27,1,Yes,Yes,Yes,Yes,No,Yes,Yes,1
F0856,Tangob,302.2,6.37,2724.9,20.2,Liberica,Agroforestry,Owned,No,7,315,80,1580,Honey,10.8,16,Yes,Yes,Yes,No,Yes,Yes,Yes,1
F0857,Halang,314.1,5.48,1452.0,25.0,Excelsa,Agroforestry,Leased,Yes,22,255,13,719,Washed,13.94,9,Yes,Yes,No,No,No,Yes,Yes,0
F0858,San Francisco,458.8,6.43,1592.8,25.6,Robusta,Monocrop,Leased,Yes,1,90,72,1431,Washed,9.93,8,Yes,No,Yes,No,Yes,Yes,No,1
F0859,Sampaguita,446.2,6.65,3102.9,24.2,Liberica,Agroforestry,Leased,Yes,29,159,43,616,Washed,11.01,30,No,Yes,No,No,Yes,Yes,Yes,1
F0860,Calamias,595.6,6.61,1551.0,20.9,Liberica,Agroforestry,Owned,No,31,19,28,133,Natural,12.11,1,Yes,No,No,Yes,Yes,Yes,No,0
F0861,Malagonlong,164.2,6.11,2335.5,23.5,Liberica,Agroforestry,Owned,No,30,330,38,1733,Washed,10.36,23,Yes,Yes,No,Yes,Yes,Yes,No,1
F0862,San Carlos,152.1,6.04,2358.6,21.8,Arabica,Monocrop,Shared,No,15,233,107,656,Washed,12.48,18,No,Yes,No,No,No,No,Yes,0
F0863,Pangao,462.2,5.29,2179.2,22.8,Liberica,Monocrop,Owned,Yes,18,273,65,1092,Honey,12.47,16,Yes,No,No,No,Yes,Yes,Yes,1
F0864,Barangay VI,389.2,6.55,2489.5,24.8,Liberica,Agroforestry,Leased,No,35,158,45,487,Washed,10.24,42,No,Yes,Yes,No,No,No,Yes,1
F0865,San Jose,237.1,5.54,1659.7,25.7,Liberica,Agroforestry,Owned,Yes,30,287,9,393,Washed,13.77,9,Yes,Yes,No,Yes,Yes,No,No,1
F0866,Dagatan,139.7,5.99,2305.3,21.1,Robusta,Agroforestry,Leased,Yes,34,283,83,164,Natural,12.79,27,Yes,Yes,Yes,Yes,Yes,No,No,0
F0867,San Jose,142.8,5.57,1944.3,22.6,Robusta,Monocrop,Owned,No,42,203,54,403,Natural,10.91,37,Yes,Yes,Yes,No,Yes,No,Yes,1
F0868,Lodlod,547.1,5.27,2523.3,21.4,Robusta,Agroforestry,Owned,Yes,11,181,8,1285,Honey,10.39,27,Yes,No,Yes,Yes,Yes,No,Yes,1
F0869,Maraouy,195.9,6.26,1482.4,20.8,Liberica,Agroforestry,Owned,Yes,27,274,55,68,Honey,14.27,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
F0870,Tambo,261.7,5.11,2341.8,26.1,Liberica,Agroforestry,Leased,Yes,24,319,56,848,Washed,14.01,2,No,Yes,Yes,Yes,Yes,No,No,1
F0871,Malagonlong,213.3,6.5,1570.5,27.2,Liberica,Agroforestry,Leased,Yes,35,35,43,76,Washed,10.38,14,No,Yes,Yes,No,No,No,Yes,1
F0872,Dagatan,277.5,5.64,1757.3,22.3,Robusta,Monocrop,Owned,No,39,359,12,65,Washed,9.21,9,Yes,Yes,No,Yes,Yes,No,Yes,1
F0873,Bolbok,134.7,5.0,1637.4,25.8,Liberica,Agroforestry,Leased,Yes,8,365,117,124,Natural,13.83,20,No,No,No,Yes,Yes,Yes,No,0
F0874,Kayumanggi,359.5,6.02,1565.7,27.1,Liberica,Agroforestry,Owned,Yes,18,35,49,1014,Washed,12.69,36,Yes,No,Yes,Yes,No,Yes,No,1
F0875,Malagonlong,133.8,5.09,2851.4,26.6,Excelsa,Agroforestry,Owned,Yes,13,43,92,1414,Natural,9.61,14,Yes,No,Yes,Yes,Yes,No,No,1
F0876,Banaybanay,500.2,5.55,1771.4,20.6,Excelsa,Agroforestry,Owned,Yes,24,273,32,1578,Washed,12.52,22,Yes,Yes,No,Yes,Yes,Yes,Yes,1
F0877,Barangay VI,216.9,6.41,3054.2,27.6,Liberica,Monocrop,Owned,Yes,23,147,111,1199,Washed,11.71,13,No,Yes,No,Yes,Yes,No,No,1
F0878,Balintawak,370.0,5.13,3139.9,22.4,Liberica,Agroforestry,Owned,Yes,12,313,31,397,Washed,13.65,14,Yes,Yes,No,No,Yes,Yes,Yes,1
F0879,San Salvador,540.0,6.68,2342.5,22.1,Liberica,Monocrop,Owned,Yes,30,192,69,94,Washed,10.25,9,Yes,No,Yes,No,Yes,Yes,Yes,1
F0880,Tangob,425.4,5.01,1486.0,19.6,Robusta,Monocrop,Leased,Yes,31,372,38,1281,Washed,11.72,8,No,Yes,No,Yes,Yes,Yes,No,0
F0881,Halang,366.5,5.49,1949.1,23.4,Excelsa,Agroforestry,Leased,No,28,251,85,783,Washed,9.94,43,Yes,Yes,Yes,No,No,Yes,Yes,1
F0882,San Benito,262.2,6.48,2795.5,20.0,Liberica,Agroforestry,Leased,Yes,22,63,105,1573,Washed,14.75,38,Yes,No,No,No,No,Yes,Yes,1
F0883,Lodlod,266.5,5.63,1934.8,21.2,Liberica,Agroforestry,Owned,Yes,44,177,66,845,Washed,13.67,4,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0884,Sabang,434.7,5.2,1374.0,21.9,Excelsa,Monocrop,Shared,Yes,28,128,66,1608,Natural,13.42,24,Yes,Yes,Yes,Yes,No,Yes,Yes,0
F0885,Barangay IV,597.1,5.72,2313.6,26.3,Excelsa,Agroforestry,Leased,Yes,13,152,42,785,Natural,13.14,41,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0886,San Lucas,430.9,5.54,2890.2,26.9,Liberica,Agroforestry,Owned,No,25,90,30,210,Washed,11.54,25,No,Yes,Yes,Yes,Yes,Yes,Yes,1
F0887,Tambo,378.9,6.69,2791.9,21.7,Liberica,Agroforestry,Leased,No,44,254,28,1554,Natural,14.54,7,Yes,Yes,Yes,Yes,Yes,No,Yes,1
F0888,Inosluban,465.3,5.63,1550.2,26.7,Liberica,Monocrop,Owned,Yes,7,361,43,626,Washed,9.44,21,Yes,Yes,No,No,Yes,No,No,1
F0889,Santol,332.6,6.58,2545.5,26.7,Liberica,Agroforestry,Owned,No,6,367,25,1208,Washed,13.82,24,Yes,Yes,No,Yes,Yes,No,No,1
F0890,San Salvador,130.1,6.78,1641.0,25.9,Excelsa,Agroforestry,Owned,Yes,24,71,98,816,Washed,10.29,11,Yes,Yes,Yes,No,Yes,Yes,Yes,1
F0891,San Carlos,381.1,5.87,1636.4,20.3,Excelsa,Agroforestry,Owned,Yes,19,55,51,1588,Washed,10.94,8,Yes,No,Yes,Yes,No,Yes,No,1
F0892,Barangay II,578.8,6.82,2948.1,25.2,Robusta,Agroforestry,Shared,Yes,19,96,119,656,Natural,12.12,9,No,Yes,Yes,Yes,No,Yes,Yes,1
F0893,Maraouy,187.7,5.75,1699.3,27.5,Liberica,Monocrop,Owned,Yes,36,108,52,1488,Washed,13.7,9,Yes,No,No,Yes,Yes,No,No,1
F0894,Sabang,445.0,6.93,1726.5,25.1,Excelsa,Agroforestry,Owned,Yes,9,304,17,1152,Honey,14.03,8,Yes,Yes,Yes,Yes,No,No,Yes,0
F0895,Tangob,200.5,5.18,1201.3,22.0,Liberica,Monocrop,Shared,No,36,62,105,645,Washed,12.5,25,Yes,Yes,Yes,No,No,Yes,No,0
F0896,Barangay II,367.9,6.37,2941.3,23.5,Liberica,Monocrop,Shared,Yes,38,201,7,1425,Washed,11.42,34,No,No,Yes,No,Yes,No,Yes,1
F0897,San Carlos,148.3,5.99,2785.2,24.8,Liberica,Agroforestry,Leased,No,40,89,36,1616,Honey,14.68,26,No,Yes,No,Yes,Yes,Yes,No,1
F0898,Quezon,325.2,5.78,2454.7,23.6,Liberica,Monocrop,Owned,No,29,25,39,1415,Washed,10.48,30,No,Yes,Yes,No,Yes,Yes,No,1
F0899,Lodlod,478.1,6.27,2700.5,20.1,Robusta,Agroforestry,Owned,Yes,24,369,23,141,Washed,13.82,18,Yes,No,Yes,No,Yes,No,Yes,1
F0900,Latag,273.8,6.41,1504.1,21.8,Liberica,Agroforestry,Leased,Yes,5,335,18,482,Washed,12.67,42,No,Yes,No,No,Yes,Yes,No,1
F0901,Barangay II,432.5,5.01,2116.6,26.2,Liberica,Monocrop,Owned,Yes,42,203,52,785,Washed,11.26,37,Yes,Yes,No,Yes,Yes,Yes,Yes,1
F0902,Barangay II,497.7,5.33,1902.4,26.8,Liberica,Agroforestry,Owned,No,26,150,90,1222,Washed,9.01,5,No,Yes,No,No,Yes,No,Yes,1
F0903,Banaybanay,563.6,6.43,1387.6,20.2,Liberica,Agroforestry,Owned,Yes,14,117,85,613,Washed,11.68,14,Yes,No,Yes,Yes,Yes,Yes,No,1
F0904,Pinagtongulan,217.3,6.33,2172.3,27.6,Liberica,Agroforestry,Owned,Yes,39,312,72,168,Washed,10.66,28,Yes,No,Yes,No,Yes,Yes,Yes,1
F0905,Barangay VII,299.7,6.93,3041.5,22.0,Liberica,Monocrop,Owned,Yes,29,274,49,260,Washed,9.63,44,No,Yes,No,Yes,Yes,No,Yes,1
F0906,Pinagtongulan,176.2,6.52,1280.1,25.0,Excelsa,Agroforestry,Owned,Yes,6,299,108,1292,Washed,9.45,4,Yes,Yes,No,Yes,Yes,Yes,Yes,1
F0907,Plaridel,596.2,6.9,1782.9,25.8,Liberica,Agroforestry,Owned,Yes,7,218,23,1013,Washed,11.09,13,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0908,Mabini,563.5,6.41,1615.1,26.3,Liberica,Agroforestry,Owned,Yes,37,174,68,282,Washed,12.69,1,No,Yes,Yes,Yes,Yes,Yes,Yes,1
F0909,Barangay V,370.0,5.6,1676.3,27.5,Liberica,Monocrop,Owned,Yes,18,351,105,1489,Washed,14.03,22,Yes,Yes,Yes,No,No,Yes,Yes,1
F0910,Balintawak,521.0,5.21,3016.9,21.8,Excelsa,Monocrop,Owned,Yes,23,380,70,590,Washed,10.1,43,No,Yes,Yes,Yes,Yes,Yes,No,1
F0911,Plaridel,360.5,6.56,2136.1,26.7,Liberica,Agroforestry,Leased,Yes,44,329,83,1475,Washed,11.55,18,Yes,Yes,No,Yes,Yes,Yes,No,1
F0912,San Lucas,411.8,6.29,2132.6,20.2,Liberica,Monocrop,Leased,Yes,38,161,70,1356,Washed,11.35,23,Yes,Yes,No,No,Yes,Yes,No,1
F0913,San Carlos,144.6,5.1,2721.2,25.3,Liberica,Agroforestry,Owned,Yes,1,299,79,101,Washed,12.08,19,No,No,Yes,Yes,No,Yes,No,1
F0914,San Benito,477.6,5.72,1509.0,25.7,Liberica,Agroforestry,Owned,Yes,4,277,49,1316,Washed,13.86,26,Yes,Yes,Yes,Yes,No,No,No,1
F0915,Mabini,163.9,6.91,2174.5,25.1,Liberica,Monocrop,Owned,Yes,44,160,91,251,Washed,12.32,23,No,Yes,No,No,Yes,No,Yes,0
F0916,Plaridel,513.0,6.0,2060.0,21.3,Robusta,Monocrop,Owned,Yes,35,216,78,1130,Washed,14.08,16,Yes,Yes,Yes,Yes,Yes,No,Yes,1
F0917,Barangay II,491.0,5.87,2393.8,26.9,Robusta,Monocrop,Owned,Yes,23,264,71,91,Washed,12.11,24,No,No,No,Yes,Yes,Yes,No,0
F0918,Bagong Pook,454.4,5.92,3199.1,20.5,Liberica,Monocrop,Owned,Yes,27,362,73,1524,Washed,12.62,30,Yes,No,No,Yes,Yes,Yes,No,1
F0919,Kayumanggi,118.1,5.42,2738.9,19.5,Robusta,Agroforestry,Leased,Yes,26,386,7,1210,Washed,11.62,27,Yes,No,No,No,No,No,No,0
F0920,Pangao,251.6,5.74,1995.7,25.5,Robusta,Monocrop,Leased,Yes,8,150,42,835,Washed,13.94,27,No,Yes,Yes,No,Yes,Yes,Yes,0
F0921,Barangay VII,231.6,5.74,2855.1,23.3,Liberica,Agroforestry,Owned,Yes,43,352,81,154,Washed,14.54,21,Yes,No,Yes,Yes,Yes,Yes,Yes,1
F0922,Banaybanay,280.1,5.1,1541.4,26.6,Liberica,Agroforestry,Owned,No,16,367,46,770,Washed,12.83,4,No,Yes,Yes,Yes,Yes,No,No,1
